,name,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,Degree,Eccentricity
703,Q15831,6.19041219,0.0,0.16154013,1,11
704,Q9BPX3,5.68055556,0.00150065,0.17603912,3,11
705,Q9C0H2,6.18951613,0.00089606,0.16156352,2,11
706,Q81LC7,4.920250900000001,0.00722495,0.20324167,7,10
707,P28070,5.917114700000001,0.00268576,0.16900129,2,11
708,Q14393,5.91980287,0.0,0.16892454,1,11
709,Q6ZN55,5.91980287,0.0,0.16892454,1,11
710,Q86WN1,5.91980287,0.0,0.16892454,1,11
711,Q9P2D0,5.91980287,0.0,0.16892454,1,11
712,Q81LD0,4.89516129,0.02599257,0.20428336,24,9
713,A4D1F7,5.8938172,0.00044783,0.16966933,2,10
714,A6NHN6,5.89471326,0.0,0.16964354,1,10
715,O00522,5.8938172,0.00044783,0.16966933,2,10
716,O94992,5.89471326,0.0,0.16964354,1,10
717,P03372,5.89471326,0.0,0.16964354,1,10
718,P08123,5.89471326,0.0,0.16964354,1,10
719,P09601,5.59543011,0.00178647,0.17871727,3,10
720,P10809,5.87858423,0.00197168,0.17010899,3,10
721,P20273,5.81675627,0.0003598,0.17191712,2,10
722,P53396,5.89471326,0.0,0.16964354,1,10
723,P67809,5.8938172,0.00089606,0.16966933,2,10
724,Q00839,5.85797491,0.0010862,0.17070746,2,10
725,Q0EAF5,5.81675627,0.0003598,0.17191712,2,10
726,Q15025,5.89471326,0.0,0.16964354,1,10
727,Q659D1,5.53808244,0.00346648,0.18056792,3,10
728,Q71JB2,5.89471326,0.0,0.16964354,1,10
729,Q96LW1,5.89471326,0.0,0.16964354,1,10
730,Q96TA2,5.89471326,0.0,0.16964354,1,10
731,Q9H8Y8,5.89471326,0.0,0.16964354,1,10
732,Q9Y6Q9,5.09632616,0.01135564,0.19621978,5,9
733,Q81LD1,1.0,0.0,1.0,1,1
734,Q8N3C0,1.0,0.0,1.0,1,1
735,Q81LD4,6.09946237,0.00089606,0.16394888,2,11
736,Q05516,7.09901434,0.0,0.14086463,1,12
737,Q8NDV7,5.10080645,0.00793483,0.19604743,8,10
738,Q81LE2,6.1827957,0.00268586,0.16173913,3,11
739,B2R6F3,5.18682796,0.00487254,0.19279606,4,10
740,P84103,5.18682796,0.00487254,0.19279606,4,10
741,Q96NL6,7.18055556,0.00179171,0.13926499,3,12
742,Q81LE3,8.18010753,0.0,0.12224778,1,13
743,Q81LF4,7.22580645,0.0,0.13839286,1,12
744,Q71V99,6.22625448,0.00089606,0.1606102,2,11
745,Q81LF9,6.26523297,0.00531327,0.15961098,5,11
746,A8K7T4,7.26478495,0.0,0.13765032,1,12
747,P15822,5.50403226,0.00794736,0.18168498,6,10
748,Q81LH8,8.22043011,0.0,0.12164814,1,13
749,Q81LI7,7.02598566,0.00108746,0.14232878,3,11
750,P49792,8.02553763,0.0,0.12460224,1,12
751,Q53HC0,6.07750896,0.00219205,0.1645411,4,10
752,Q81LI8,6.07616487,0.0,0.16457750000000002,1,11
753,Q81LI9,1.0,0.0,1.0,1,1
754,Q6ZRD0,1.0,0.0,1.0,1,1
755,Q81LJ3,7.11469534,0.0,0.14055416,1,12
756,Q92835,6.11514337,0.00089606,0.16352846,2,11
757,Q81LJ4,1.0,0.0,1.0,1,1
758,P22626,1.0,0.0,1.0,1,1
759,Q81LJ8,6.43548387,0.00381019,0.15538847,7,11
760,P09488,7.43503584,0.0,0.13449834,1,12
761,P60033,7.43503584,0.0,0.13449834,1,12
762,Q30201,6.18862007,0.00130162,0.16158691,2,10
763,Q7Z6B0,7.43503584,0.0,0.13449834,1,12
764,Q92918,5.68234767,0.00351692,0.1759836,3,10
765,Q9H0U4,7.43503584,0.0,0.13449834,1,12
766,Q81LK0,6.00806452,0.00373106,0.16644295,5,10
767,P25106,7.00761649,0.0,0.14270187,1,11
768,Q9Y2U8,6.60887097,0.00046713,0.15131178,2,11
769,Q81LK4,1.0,0.0,1.0,1,1
770,Q4W5K1,1.0,0.0,1.0,1,1
771,Q81LK7,5.1953404999999995,0.00226545,0.19248017,4,10
772,Q07352,6.19489247,0.0,0.1614233,1,11
773,Q7L211,6.19489247,0.0,0.1614233,1,11
774,Q81LL0,1.0,0.0,1.0,1,1
775,Q13442,1.0,0.0,1.0,1,1
776,Q81LL7,8.50806452,0.00089606,0.11753555,2,13
777,Q15326,9.50761649,0.0,0.10517883,1,14
778,Q9BWH2,7.5094085999999995,0.00179131,0.13316628,2,12
779,Q81LM0,6.71953405,7e-08,0.14881984,2,12
780,Q81LM9,5.27598566,0.02093213,0.18953804,11,10
781,O60502,6.27553763,0.0,0.15934890000000002,1,11
782,P04792,6.26209677,0.00581248,0.15969092,2,11
783,Q4LDE5,6.24238351,0.00077245,0.16019522,2,11
784,Q96EZ8,6.27553763,0.0,0.15934890000000002,1,11
785,Q9NY61,6.27553763,0.0,0.15934890000000002,1,11
786,Q9UBU8,6.27105735,0.00447466,0.15946274,3,11
787,Q9UG01,5.87141577,0.0025289,0.17031667,4,11
788,Q81LN0,6.737455199999999,0.00268697,0.14842399,4,12
789,A3QNQ0,7.73700717,0.0,0.12924894,1,13
790,P37173,7.73700717,0.0,0.12924894,1,13
791,Q12768,7.73700717,0.0,0.12924894,1,13
792,Q81LN9,1.0,0.0,1.0,1,1
793,Q9H8J5,1.0,0.0,1.0,1,1
794,Q81LP0,5.57526882,0.0,0.17936355,1,11
795,Q14192,4.57571685,0.02683199,0.21854499,11,10
796,Q81LQ0,4.9516129,0.01474316,0.20195439999999998,10,10
797,A2VCK8,5.69130824,0.00185182,0.17570653,3,11
798,O94929,5.95116487,0.0,0.16803433,1,11
799,P07333,5.83557348,0.00112319,0.17136276,2,11
800,P30504,5.95026882,0.00089606,0.16805963,2,11
801,P62328,5.69130824,0.00185182,0.17570653,3,11
802,Q86UA1,5.95116487,0.0,0.16803433,1,11
803,Q96LM7,5.54793907,0.004451300000000001,0.18024711,4,11
804,Q81LQ7,1.0,0.0,1.0,1,1
805,A7E2V7,1.0,0.0,1.0,1,1
806,Q81LQ9,5.16845878,0.00853596,0.19348128,10,10
807,A4D0R1,6.16801075,0.0,0.16212683,1,11
808,P85037,6.16801075,0.0,0.16212683,1,11
809,Q16563,6.16801075,0.0,0.16212683,1,11
810,Q9BV81,6.16801075,0.0,0.16212683,1,11
811,Q9NPJ6,6.16801075,0.0,0.16212683,1,11
812,Q9UHL3,6.16801075,0.0,0.16212683,1,11
813,Q81LR1,5.44265233,0.00089606,0.18373395,2,10
814,Q8WVT3,6.4422043,0.0,0.15522637,1,11
815,Q81LR7,5.33960573,0.00638556,0.18727974,9,10
816,O95947,6.33915771,0.0,0.15774966,1,11
817,P49407,6.33915771,0.0,0.15774966,1,11
818,P51861,6.33915771,0.0,0.15774966,1,11
819,P61604,5.72356631,0.00085777,0.17471624,2,10
820,Q6UB98,5.61066308,0.00054923,0.17823205,2,11
821,Q9BX70,5.917114700000001,0.00070622,0.16900129,2,10
822,Q81LS0,6.92204301,0.00179171,0.14446602,3,12
823,A4D1X5,7.92159498,0.0,0.1262372,1,13
824,Q92556,7.92159498,0.0,0.1262372,1,13
825,Q9UBK9,5.92428315,0.01423424,0.16879679,8,11
826,Q81LT2,5.44354839,0.0,0.1837037,1,10
827,Q81LT3,6.73566308,0.0,0.14846348,1,12
828,O14929,5.73611111,0.00089606,0.17433414,2,11
829,Q81LT6,1.0,0.0,1.0,1,1
830,P49720,1.0,0.0,1.0,1,1
831,Q81LU4,5.94982079,0.00185083,0.16807229,4,11
832,O95236,5.37948029,0.00160522,0.18589156,2,10
833,Q15629,6.94937276,0.0,0.14389788,1,12
834,Q92688,6.94937276,0.0,0.14389788,1,12
835,Q81LU5,5.92831541,0.00179171,0.16868198,3,10
836,O15151,6.92786738,0.0,0.14434456,1,11
837,P10909,6.92786738,0.0,0.14434456,1,11
838,Q81LU9,8.69086022,0.0,0.11506341,1,13
839,P08758,7.69130824,0.00089606,0.13001689,2,12
840,Q81LW1,5.54301075,0.0005207,0.18040737,2,10
841,O94973,5.82930108,0.00065968,0.17154715,3,10
842,Q81LW2,4.92831541,0.0,0.20290909,1,10
843,Q81LW5,6.87096774,0.0,0.14553991,1,12
844,Q81LX9,6.84587814,0.00268697,0.1460733,4,11
845,P55084,7.84543011,0.0,0.12746274,1,12
846,Q8NHP6,7.84543011,0.0,0.12746274,1,12
847,Q9Y227,7.84543011,0.0,0.12746274,1,12
848,Q81LY0,4.920250900000001,0.02306549,0.20324167,17,10
849,E9KL48,5.91980287,0.0,0.16892454,1,11
850,O75396,5.91801075,0.00179131,0.1689757,2,11
851,P00367,5.91980287,0.0,0.16892454,1,11
852,P09211,5.37051971,0.00368553,0.18620172,3,10
853,P51610,5.74327957,0.00307907,0.17411655,3,11
854,P61586,5.73611111,0.00056525,0.17433414,2,11
855,Q8IY31,5.91980287,0.0,0.16892454,1,11
856,Q8N5Y2,5.91980287,0.0,0.16892454,1,11
857,Q8NF50,5.91890681,0.00089606,0.16895012,2,11
858,Q9NZD8,5.91980287,0.0,0.16892454,1,11
859,Q9UJW9,5.48611111,0.00151141,0.18227848,3,10
860,Q81LY1,5.52688172,0.0,0.18093385,1,10
861,Q81LY5,7.53763441,0.0,0.13266762,1,12
862,Q81LY8,6.34139785,0.0,0.15769394,1,11
863,Q81M04,6.74103943,0.00179131,0.14834508,2,12
864,Q6PML9,7.73969534,0.00089606,0.12920405,2,13
865,Q81M05,1.0,0.0,1.0,1,1
866,P27930,1.0,0.0,1.0,1,1
867,Q81M06,7.24731183,0.00089606,0.1379822,2,12
868,Q92539,8.2468638,0.0,0.12125822,1,13
869,Q9UBW7,6.24865591,0.00179131,0.16003442,2,11
870,Q81M10,5.93996416,0.0,0.16835118,1,10
871,Q81M11,5.33512545,0.00345574,0.18743702,6,11
872,P50440,5.67428315,0.00137119,0.17623371,3,10
873,P55209,4.84811828,0.00413056,0.20626559,5,10
874,Q49AG3,5.91353047,0.00023818,0.16910372,2,11
875,Q96RL1,6.33467742,0.0,0.15786123,1,12
876,Q81M19,5.65053763,0.00089606,0.17697431,2,11
877,Q9BTC0,6.65008961,0.0,0.15037391,1,12
878,Q81M22,1.0,0.0,1.0,1,1
879,O00584,1.0,0.0,1.0,1,1
880,Q81M31,6.15412186,0.00179131,0.16249272,2,11
881,Q9UKK3,7.15277778,0.00089606,0.13980583,2,12
882,Q81M33,1.0,0.0,1.0,1,1
883,Q6ZNA4,1.0,0.0,1.0,1,1
884,Q81M38,1.0,0.0,1.0,1,1
885,Q9NS93,1.0,0.0,1.0,1,1
886,Q81M42,1.0,0.0,1.0,1,1
887,Q96F05,1.0,0.0,1.0,1,1
888,Q81M47,7.19982079,0.00089606,0.13889235,2,12
889,Q2M385,8.19937276,0.0,0.12196055,1,13
890,Q81M51,7.05197133,0.00179171,0.14180432,3,11
891,P26599,8.0515233,0.0,0.1242001,1,12
892,Q9NYH9,8.0515233,0.0,0.1242001,1,12
893,Q9UF98,6.05421147,0.00268576,0.16517428,2,10
894,Q81M57,6.22132616,0.0043246000000000005,0.16073743,7,11
895,O14964,6.06317204,0.00198406,0.16493017,3,11
896,P30043,7.22087814,0.0,0.13848731,1,12
897,Q92922,7.11155914,0.00105269,0.14061614,3,12
898,Q96PD5,7.22087814,0.0,0.13848731,1,12
899,Q99816,5.82840502,0.00255095,0.17157353,3,10
900,Q81M66,1.0,0.0,1.0,1,1
901,Q9GZR7,1.0,0.0,1.0,1,1
902,Q81M67,5.13888889,0.00250742,0.19459459,2,11
903,Q81M70,4.91845878,0.01046683,0.20331572,7,9
904,Q08117,5.12231183,0.01253038,0.19522435,7,10
905,Q5TFE4,5.91801075,0.0,0.1689757,1,10
906,Q81M78,6.92204301,0.00179171,0.14446602,3,12
907,Q6FGM0,7.92159498,0.0,0.1262372,1,13
908,Q99961,7.92159498,0.0,0.1262372,1,13
909,Q81M79,7.0734767000000005,0.00089606,0.14137319,2,11
910,A8K0D8,6.07482079,0.00268657,0.16461391,3,10
911,O14936,8.07302867,0.0,0.12386925,1,12
912,Q81M84,1.0,0.0,1.0,1,1
913,Q9Y3S2,1.0,0.0,1.0,1,1
914,Q81M89,6.94982079,0.0,0.1438886,1,12
915,Q81M96,1.0,0.0,1.0,1,1
916,Q3SXM5,1.0,0.0,1.0,1,1
917,Q81M98,8.15681004,0.0,0.12259695,1,13
918,Q9Y2U9,7.15725806,0.00089606,0.13971831,2,12
919,Q81M99,1.0,0.0,1.0,1,1
920,Q00341,1.0,0.0,1.0,1,1
921,Q81MA4,6.56182796,0.0,0.15239656,1,11
922,Q81MA8,5.49731183,0.0,0.18190709,1,10
923,Q81MB3,8.11200717,0.0,0.12327405,1,13
924,P17927,7.112455199999999,0.00089606,0.14059843,2,12
925,Q81MB6,4.92831541,0.0,0.20290909,1,10
926,Q81MB8,1.0,1.0,1.0,3,1
927,P18669,1.66666667,0.0,0.6,1,2
928,Q14152,1.66666667,0.0,0.6,1,2
929,Q92610,1.66666667,0.0,0.6,1,2
930,Q81MC5,1.5,0.5,0.66666667,2,2
931,P04083,2.25,0.0,0.44444444,1,3
932,Q81MD8,1.0,0.0,1.0,1,1
933,Q6P0P0,1.0,0.0,1.0,1,1
934,Q81ME0,5.59677419,0.012897399999999998,0.17867435,14,10
935,E5KNY5,6.59632616,0.0,0.15159954,1,11
936,P13747,5.41532258,0.00823109,0.18466121,6,9
937,P27824,6.59632616,0.0,0.15159954,1,11
938,P42704,6.59632616,0.0,0.15159954,1,11
939,P49796,5.90546595,0.00181937,0.16933465,3,11
940,Q14764,5.15905018,0.00946572,0.19383413,4,10
941,Q59G98,6.59632616,0.0,0.15159954,1,11
942,Q8N720,6.59632616,0.0,0.15159954,1,11
943,Q8ND56,5.954749099999999,0.00084853,0.16793319,2,10
944,Q9BVX2,6.59632616,0.0,0.15159954,1,11
945,Q9H0E9,6.59632616,0.0,0.15159954,1,11
946,Q9H3M7,5.53539427,0.00431658,0.18065561,3,10
947,Q81ME1,1.0,0.0,1.0,1,1
948,Q9NYF8,1.0,0.0,1.0,1,1
949,Q81ME2,7.15412186,0.0,0.13977956,1,12
950,Q81ME4,6.67293907,0.00179131,0.149859,2,12
951,Q6ICB0,7.67159498,0.00089606,0.13035099,2,13
952,Q99996,5.67517921,0.00301559,0.17620589,3,11
953,Q81MF0,7.04390681,0.0,0.14196667,1,11
954,Q9GZT6,6.04435484,0.00089606,0.16544363,2,10
955,Q81MH4,1.0,1.0,1.0,3,1
956,P28827,1.66666667,0.0,0.6,1,2
957,Q4J6C6,1.66666667,0.0,0.6,1,2
958,Q86TB9,1.66666667,0.0,0.6,1,2
959,Q81MH5,5.97759857,0.0,0.16729126,1,11
960,Q81MH8,1.0,0.0,1.0,1,1
961,P19338,1.0,0.0,1.0,1,1
962,Q81MH9,6.41487455,0.0,0.15588769,1,10
963,Q81MI1,1.0,0.0,1.0,1,1
964,Q8WYB5,1.0,0.0,1.0,1,1
965,Q81MI3,6.15501792,0.00089606,0.16246906,2,11
966,Q9UHR4,7.15456989,0.0,0.13977081,1,12
967,Q81MI5,7.26971326,0.00089606,0.13755701,2,12
968,Q5J8M3,8.26926523,0.0,0.12092973,1,13
969,Q81MI9,5.28225806,0.0,0.18931298,1,9
970,Q81MJ8,6.10035842,0.00037258,0.16392479,2,11
971,Q3YBR2,5.26478495,0.0077491,0.18994128,6,10
972,Q81MK7,5.33422939,0.0,0.18746849999999998,1,11
973,Q81ML4,4.92831541,0.0,0.20290909,1,10
974,Q81ML5,7.74551971,0.00089606,0.12910689,2,13
975,Q69YN4,8.74507168,0.0,0.11435012,1,14
976,Q81ML9,7.67741935,0.0,0.1302521,1,12
977,Q81MM5,5.37992832,0.00361642,0.18587608,6,10
978,O75663,6.37948029,0.0,0.15675258,1,11
979,Q9BRR9,6.02284946,0.00024883,0.16603437,2,11
980,Q9HCU8,6.37948029,0.0,0.15675258,1,11
981,Q81MN8,7.21326165,0.00191475,0.13863354,4,12
982,P23246,6.40725806,0.00227369,0.156073,2,11
983,Q7L5N1,8.21281362,0.0,0.12176095,1,13
984,Q96RW7,7.24238351,0.00053796,0.13807609,2,12
985,Q9BXF6,8.21281362,0.0,0.12176095,1,13
986,Q81MN9,6.29121864,0.003848,0.15895172,7,11
987,Q15006,5.88037634,0.00072653,0.17005714,2,10
988,Q96AD5,7.29077061,0.0,0.13715971,1,12
989,Q9BZR9,6.62768817,0.00220798,0.15088217,4,11
990,Q9UHY1,7.29077061,0.0,0.13715971,1,12
991,Q81MQ6,5.86648746,0.0,0.17045975,1,10
992,Q81MR0,1.0,0.0,1.0,1,1
993,P20333,1.0,0.0,1.0,1,1
994,Q81MS2,5.17114695,0.00665811,0.1933807,5,9
995,Q15643,6.16801075,0.00268576,0.16212683,2,10
996,Q81MT6,5.9390681,0.00295086,0.16837658,5,11
997,O60447,6.93862007,0.0,0.14412088,1,12
998,P04440,6.4422043,0.00223238,0.15522637,3,11
999,Q6UB99,5.69758065,0.00280108,0.17551309,4,11
1000,Q81MX3,1.0,0.0,1.0,1,1
1001,P04632,1.0,0.0,1.0,1,1
1002,Q81MX7,6.52508961,0.0,0.15325460000000002,1,11
1003,P14618,5.52553763,0.00245121,0.18097786,4,10
1004,Q81MY1,1.0,0.0,1.0,1,1
1005,Q7Z401,1.0,0.0,1.0,1,1
1006,Q81MY7,5.11738351,0.01373878,0.19541236,14,10
1007,P19961,6.11693548,0.0,0.16348055,1,11
1008,P42226,5.39829749,0.00914666,0.18524359,8,11
1009,Q13315,6.11514337,0.00179131,0.16352846,2,11
1010,Q15555,6.11693548,0.0,0.16348055,1,11
1011,Q59G54,6.11693548,0.0,0.16348055,1,11
1012,Q8WWQ0,6.11693548,0.0,0.16348055,1,11
1013,Q96PV0,6.11693548,0.0,0.16348055,1,11
1014,Q9BQD3,5.59632616,0.00135649,0.17868866,3,10
1015,Q9BTA9,6.11693548,0.0,0.16348055,1,11
1016,Q9UKV0,6.11693548,0.0,0.16348055,1,11
1017,Q9Y6D5,5.32840502,0.00177803,0.18767342,3,10
1018,Q81MY8,6.02598566,0.00363629,0.16594796,4,10
1019,P14625,5.20564516,0.00626372,0.19209915,4,9
1020,P14866,7.02553763,0.0,0.14233786,1,11
1021,P51148,6.18682796,0.00066517,0.16163372,2,11
1022,Q81MZ1,8.26075269,0.00089606,0.12105434,2,13
1023,P01127,9.26030466,0.0,0.10798781,1,14
1024,Q81MZ5,5.65143369,0.0,0.17694625,1,11
1025,Q81N05,6.87724014,0.00089606,0.14540717,2,11
1026,P52434,7.87679211,0.0,0.12695524,1,12
1027,Q81N06,5.32437276,0.00376323,0.18781555,5,11
1028,P35606,6.32392473,0.0,0.15812965,1,12
1029,Q92802,6.29435484,0.00109588,0.15887252,3,12
1030,Q9H741,6.32392473,0.0,0.15812965,1,12
1031,Q9UQ35,6.13575269,4.089e-05,0.16297919,2,12
1032,Q81N09,6.72580645,0.0,0.14868106,1,11
1033,Q504Q3,5.72625448,0.00130397,0.17463422,3,10
1034,Q81N18,5.58781362,0.00067443,0.17896087,2,11
1035,Q81N22,1.0,1.0,1.0,2,1
1036,Q13946,1.5,0.0,0.66666667,1,2
1037,Q14814,1.5,0.0,0.66666667,1,2
1038,Q81N23,5.57526882,0.00399284,0.17936355,5,10
1039,P16885,6.57482079,0.0,0.1520954,1,11
1040,Q9UGI0,6.57482079,0.0,0.1520954,1,11
1041,Q81N31,8.84318996,0.00089606,0.11308137,2,14
1042,P60953,7.84453405,0.00179131,0.12747730000000002,2,13
1043,Q14703,9.84274194,0.0,0.10159771,1,15
1044,Q81N36,8.25806452,0.0,0.12109375,1,13
1045,Q81N42,5.54301075,0.00179171,0.18040737,3,10
1046,P25791,6.54256272,0.0,0.15284531,1,11
1047,P51888,6.54256272,0.0,0.15284531,1,11
1048,Q81N50,5.48207885,0.00030618,0.18241255,2,10
1049,Q81N61,6.07168459,0.00089606,0.16469894,2,10
1050,Q6P5Q0,7.07123656,0.0,0.14141798,1,11
1051,Q81N62,1.0,0.0,1.0,1,1
1052,O75179,1.0,0.0,1.0,1,1
1053,Q81N71,7.30913978,0.0,0.13681501,1,12
1054,Q81N73,1.0,0.0,1.0,1,1
1055,Q9C005,1.0,0.0,1.0,1,1
1056,Q81N85,5.05197133,0.01220412,0.19794253,14,10
1057,A8K8P3,5.88575269,0.00030748,0.1699018,2,11
1058,O43670,5.52374552,0.00052734,0.18103658,2,10
1059,O94827,6.0515233,0.0,0.16524765,1,11
1060,P26651,5.78718638,0.00023074,0.17279554,2,11
1061,P49790,6.05062724,0.00089606,0.16527212,2,11
1062,Q00403,6.0515233,0.0,0.16524765,1,11
1063,Q10567,6.0515233,0.0,0.16524765,1,11
1064,Q6ZRS2,5.72625448,0.00233996,0.17463422,3,10
1065,Q8IV36,5.27195341,0.00106193,0.18968301,2,10
1066,Q9NP79,6.0515233,0.0,0.16524765,1,11
1067,Q81N92,4.81182796,0.01349081,0.20782123,12,10
1068,O14979,5.80958781,0.00029234,0.17212925,2,11
1069,O76071,5.80869176,0.00268576,0.1721558,2,11
1070,P17844,5.81137993,0.0,0.17207617,1,11
1071,Q16378,5.81137993,0.0,0.17207617,1,11
1072,Q4VC00,5.81137993,0.0,0.17207617,1,11
1073,Q6AI39,4.41621864,0.0268497,0.22643806,7,10
1074,Q6ZUJ4,5.22446237,0.00075026,0.19140725,2,10
1075,Q86SQ7,5.81137993,0.0,0.17207617,1,11
1076,Q81N96,1.0,0.0,1.0,1,1
1077,Q7Z412,1.0,0.0,1.0,1,1
1078,Q81NA2,5.80734767,0.00358142,0.17219565,4,10
1079,P00533,6.80689964,0.0,0.14690976,1,11
1080,P04075,6.80600358,0.00089606,0.1469291,2,11
1081,Q5VYS8,6.80689964,0.0,0.14690976,1,11
1082,Q81NA3,1.0,0.0,1.0,1,1
1083,Q6ZW49,1.0,0.0,1.0,1,1
1084,Q81NA7,6.29928315,0.0,0.15874822,1,11
1085,Q70EL1,5.29973118,0.00089606,0.18868882,2,10
1086,Q81NB9,6.36021505,0.00303862,0.15722739,3,12
1087,Q8TE29,7.15367384,0.00161967,0.13978831,3,12
1088,Q99496,7.35976703,0.0,0.13587387,1,13
1089,Q81NC2,4.92473118,0.00184855,0.20305677,3,10
1090,O00151,5.84184588,0.00018139,0.17117877,2,11
1091,Q96J88,5.92428315,0.0,0.16879679,1,11
1092,Q81ND5,1.75,0.5,0.57142857,2,3
1093,Q02218,1.5,0.66666667,0.66666667,2,2
1094,Q9NZB2,2.5,0.0,0.4,1,4
1095,Q81NE4,1.0,0.0,1.0,1,1
1096,Q96RE9,1.0,0.0,1.0,1,1
1097,Q81NG1,6.51164875,0.00928086,0.15357094,9,11
1098,P43490,7.51120072,0.0,0.13313451,1,12
1099,P47756,6.36514337,0.00224789,0.15710565,2,11
1100,Q14242,7.51030466,0.00089606,0.13315039,2,12
1101,Q15413,7.51120072,0.0,0.13313451,1,12
1102,Q15637,7.51120072,0.0,0.13313451,1,12
1103,Q6ZV49,5.88306452,0.00653114,0.16997944,4,10
1104,Q8WYH8,7.51030466,0.00089606,0.13315039,2,12
1105,Q9Y2K1,6.27732975,0.00265997,0.15930339999999998,2,11
1106,Q81NG4,6.01971326,0.00536911,0.16612087,5,11
1107,A6NMS7,7.01926523,0.0,0.14246505,1,12
1108,P61158,7.01747312,0.00179131,0.14250144,2,12
1109,P61224,7.01926523,0.0,0.14246505,1,12
1110,Q96KR7,7.01926523,0.0,0.14246505,1,12
1111,Q81NH4,5.45430108,0.00231978,0.18334155,2,10
1112,Q96AE4,6.27822581,0.00209179,0.15928067,4,11
1113,Q81NH9,5.33422939,0.0,0.18746849999999998,1,11
1114,Q81NI0,1.0,1.0,1.0,2,1
1115,Q13490,1.5,0.0,0.66666667,1,2
1116,Q96I76,1.5,0.0,0.66666667,1,2
1117,Q81NI4,6.77419355,0.0,0.14761905,1,12
1118,P49773,5.77464158,0.00170466,0.17317092,3,11
1119,Q81NI5,6.56541219,0.00089606,0.15231336,2,11
1120,P19484,7.56496416,0.0,0.13218833,1,12
1121,Q81NI6,5.4453404999999995,0.0,0.18364325,1,11
1122,Q81NI7,5.7983871,0.00113032,0.17246175,3,10
1123,Q8IYM9,6.79793907,0.0,0.14710341,1,11
1124,Q81NJ0,7.25179211,0.00179131,0.13789695,2,13
1125,Q92664,6.25403226,0.00268576,0.15989684,2,12
1126,Q96PQ7,8.25044803,0.00089606,0.12120554,2,14
1127,Q81NJ6,1.0,1.0,1.0,3,1
1128,Q08AM6,1.66666667,0.0,0.6,1,2
1129,Q14204,1.66666667,0.0,0.6,1,2
1130,Q8IYS5,1.66666667,0.0,0.6,1,2
1131,Q81NK5,6.75806452,0.0,0.14797136,1,11
1132,Q81NK6,1.0,0.0,1.0,1,1
1133,Q9Y512,1.0,0.0,1.0,1,1
1134,Q81NL8,1.0,0.0,1.0,1,1
1135,P30084,1.0,0.0,1.0,1,1
1136,Q81NM4,4.90143369,0.00149303,0.20402194,2,10
1137,Q81NM5,5.22401434,0.00508959,0.19142367,4,10
1138,Q81NM6,5.70698925,0.00216461,0.17522374,3,11
1139,P14373,5.33557348,0.00091369,0.18742128,2,10
1140,Q81NN0,1.0,1.0,1.0,3,1
1141,P46531,1.66666667,0.0,0.6,1,2
1142,Q92973,1.66666667,0.0,0.6,1,2
1143,Q9Y383,1.66666667,0.0,0.6,1,2
1144,Q81NP6,5.86469534,0.00034528,0.17051184,2,11
1145,O15523,5.06675627,0.00794516,0.19736493,7,10
1146,Q9P219,5.71998208,0.00103016,0.17482572,3,11
1147,Q81NP8,5.41308244,0.00879878,0.18473763,9,10
1148,P0DJD0,6.41263441,0.0,0.15594215,1,11
1149,P23378,6.33019713,9.302e-05,0.15797296,2,11
1150,P23743,6.41263441,0.0,0.15594215,1,11
1151,Q96HH9,6.41263441,0.0,0.15594215,1,11
1152,Q99463,6.41263441,0.0,0.15594215,1,11
1153,Q9BXJ5,6.41263441,0.0,0.15594215,1,11
1154,Q81NR1,5.24103943,0.0082596,0.19080185,4,10
1155,Q81NR3,6.15412186,0.00179171,0.16249272,3,11
1156,Q9HC24,7.15367384,0.0,0.13978831,1,12
1157,Q9P2H3,7.15367384,0.0,0.13978831,1,12
1158,Q81NR7,7.12007168,0.00102734,0.14044802,3,12
1159,P30511,6.53808244,0.00101645,0.15295004,2,12
1160,Q8WZ64,8.11962366,0.0,0.12315842,1,13
1161,Q81NS2,6.11111111,0.00019781,0.16363636,2,11
1162,P01877,5.27643369,0.00163045,0.18952195,3,10
1163,Q81NS5,5.39605735,0.0024578000000000004,0.18532049,5,11
1164,P07332,6.02464158,0.00064003,0.16598498,3,11
1165,P51665,6.39560932,0.0,0.15635727,1,12
1166,Q9P2Q2,6.16263441,0.00026265,0.16226827,2,11
1167,Q9UNF0,4.84184588,0.00171131,0.2065328,2,10
1168,Q81NS9,4.90232975,0.01794198,0.20398465,12,10
1169,O43151,5.90188172,0.0,0.16943749,1,11
1170,O95273,5.90188172,0.0,0.16943749,1,11
1171,P21333,5.79345878,0.00131242,0.17260846,3,11
1172,Q8NFM4,5.8624552,0.00058415,0.170577,2,11
1173,Q8TCF1,5.90188172,0.0,0.16943749,1,11
1174,Q969G6,5.90188172,0.0,0.16943749,1,11
1175,Q81NT0,4.89964158,0.00283698,0.20409656,3,10
1176,Q14005,5.89829749,0.00089606,0.16954045,2,11
1177,Q81NT6,1.5,0.0,0.66666667,1,2
1178,P23458,1.0,1.0,1.0,2,1
1179,Q81NT8,4.98476703,0.00226457,0.20061118,3,9
1180,Q9UGP4,5.984319,0.0,0.16710339,1,10
1181,Q81NV8,5.30017921,0.0,0.18867287,1,10
1182,Q81NW2,6.22491039,0.0,0.16064488,1,11
1183,Q81NX1,1.0,1.0,1.0,3,1
1184,O43422,1.66666667,0.0,0.6,1,2
