"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"486","5.15636201","0.02036811","0.19393518","0.0","13","10","false","Q9P0L0","5.76923077","13","0","0","0.7229092","false","0","Q9P0L0","871036","0.07818411"
"488","5.59946237","0.00211767","0.17858857","0.0","4","11","false","Q81JE2","5.5","4","0","0","0.69336918","false","0","Q81JE2","106678","0.25"
"491","5.81586022","1.5761E-4","0.17194361","0.0","2","11","false","P50990","3.5","2","0","0","0.67894265","false","0","P50990","13808","0.5"
"493","6.09094982","1.3012E-4","0.16417801","0.0","2","12","false","Q5VU43","4.5","2","0","0","0.66060335","false","0","Q5VU43","5238","0.5"
"495","5.66577061","2.7022E-4","0.1764985","0.0","2","11","false","Q81JE5","4.5","2","0","0","0.68894863","false","0","Q81JE5","17404","0.5"
"496","5.00134409","0.00374901","0.19994625","0.0","4","10","false","O15294","18.75","4","0","0","0.73324373","false","0","O15294","294428","0.26492537"
"498","5.15188172","0.00356373","0.19410384","0.0","5","10","false","P50542","8.0","5","0","0","0.72320789","false","0","P50542","192666","0.20588235"
"500","5.27777778","0.00954799","0.18947368","0.0","12","9","false","Q81JF3","2.16666667","12","0","0","0.71481481","false","0","Q81JF3","372210","0.08333333"
"501","5.45743728","0.00140848","0.18323619","0.0","3","10","false","A5D8Y4","8.0","3","0","0","0.70283751","false","0","A5D8Y4","68570","0.33333333"
"503","6.27732975","0.0","0.1593034","0.0","1","10","false","O43760","12.0","1","0","0","0.64817802","false","0","O43760","0","0.0"
"505","4.90277778","0.02164867","0.20396601","0.0","8","10","false","O75592","9.375","8","0","0","0.73981481","false","0","O75592","920476","0.12884615"
"507","6.27732975","0.0","0.1593034","0.0","1","10","false","P11586","12.0","1","0","0","0.64817802","false","0","P11586","0","0.0"
"509","5.19399642","0.00279201","0.19252997","0.0","2","10","false","P16333","30.0","2","0","0","0.72040024","false","0","P16333","120008","0.5"
"511","5.77016129","7.8518E-4","0.17330538","0.0","2","10","false","P31942","11.5","2","0","0","0.68198925","false","0","P31942","31740","0.5"
"513","5.71460573","0.00198342","0.1749902","0.0","2","10","false","P35869","20.5","2","0","0","0.68569295","false","0","P35869","77884","0.5"
