"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"11942","6.96915888","0.0","0.14348934","0.0","1","16","false","Q9H074","13.0","1","0","0","0.76123364","false","0","Q9H074","0","0.0"
"3995","6.96915888","0.0","0.14348934","0.0","1","16","false","Q9HCK8","13.0","1","0","0","0.76123364","false","0","Q9HCK8","0","0.0"
"11945","6.79345794","0.00567261","0.14720044","0.0","2","16","false","Q9UBD5","10.0","2","0","0","0.76826168","false","0","Q9UBD5","18210","0.5"
"4327","6.94485981","0.00621342","0.14399139","0.0","2","16","false","Q9UNK0","8.5","2","0","0","0.76220561","false","0","Q9UNK0","17406","0.5"
"11948","1.0","0.0","1.0","0.0","1","1","false","Q5NEH4","1.0","1","0","0","1.0","false","0","Q5NEH4","0","0.0"
"11949","1.0","0.0","1.0","0.0","1","1","false","O75420","1.0","1","0","0","1.0","false","0","O75420","0","0.0"
"11951","7.9588785","0.00251691","0.12564584","0.0","3","18","false","Q5NEH8","2.33333333","3","0","0","0.72164486","false","0","Q5NEH8","10514","0.33333333"
"1589","7.21028037","0.00754692","0.13869086","0.0","4","17","false","P22626","4.75","4","0","0","0.75158879","false","0","P22626","27818","0.25"
"11953","8.95794393","0.0","0.11163276","0.0","1","19","false","Q53EM3","3.0","1","0","0","0.68168224","false","0","Q53EM3","0","0.0"
"11955","7.7","0.00177293","0.12987013","0.0","2","17","false","Q8IYJ3","5.5","2","0","0","0.732","false","0","Q8IYJ3","8728","0.5"
"11957","9.82429907","0.00186916","0.10178843","0.0","2","20","false","Q5NEI9","1.5","2","0","0","0.64702804","false","0","Q5NEI9","8574","0.5"
"1207","10.82336449","0.0","0.09239271","0.0","1","21","false","Q8IVH2","2.0","1","0","0","0.60706542","false","0","Q8IVH2","0","0.0"
